"Current (A) Run #26","Voltage (V) Run #26","Electron current (pA) Run #26"
2.534E-14,6.333,-0.025
2.493E-14,6.348,-0.025
2.504E-14,6.351,-0.025
2.853E-14,6.351,-0.029
2.787E-14,6.388,-0.028
3.087E-14,6.481,-0.031
3.025E-14,6.592,-0.030
3.319E-14,6.686,-0.033
3.414E-14,6.766,-0.034
3.539E-14,6.864,-0.035
3.085E-14,6.963,-0.031
2.977E-14,7.036,-0.030
3.071E-14,7.149,-0.031
3.187E-14,7.312,-0.032
2.881E-14,7.418,-0.029
3.024E-14,7.551,-0.030
3.046E-14,7.700,-0.030
3.055E-14,7.824,-0.031
3.280E-14,7.907,-0.033
2.745E-14,7.936,-0.027
2.653E-14,7.948,-0.027
2.472E-14,7.953,-0.025
2.745E-14,7.955,-0.027
2.772E-14,7.970,-0.028
2.894E-14,8.005,-0.029
2.856E-14,8.152,-0.029
2.994E-14,8.303,-0.030
2.434E-14,8.477,-0.024
2.220E-14,8.612,-0.022
2.474E-14,8.772,-0.025
2.794E-14,8.923,-0.028
2.500E-14,9.083,-0.025
2.273E-14,9.255,-0.023
2.894E-14,9.406,-0.029
2.339E-14,9.498,-0.023
1.965E-14,9.533,-0.020
2.080E-14,9.548,-0.021
1.918E-14,9.552,-0.019
2.108E-14,9.554,-0.021
2.070E-14,9.554,-0.021
2.103E-14,9.554,-0.021
1.718E-14,9.557,-0.017
1.831E-14,9.554,-0.018
2.314E-14,9.554,-0.023
2.048E-14,9.555,-0.020
1.967E-14,9.557,-0.020
2.263E-14,9.570,-0.023
2.349E-14,9.612,-0.023
2.432E-14,9.655,-0.024
2.111E-14,9.716,-0.021
1.724E-14,9.747,-0.017
1.649E-14,9.793,-0.016
2.198E-14,9.844,-0.022
1.855E-14,9.900,-0.019
2.078E-14,9.937,-0.021
2.260E-14,10.018,-0.023
2.009E-14,10.113,-0.020
1.833E-14,10.168,-0.018
1.757E-14,10.229,-0.018
1.711E-14,10.302,-0.017
1.851E-14,10.368,-0.019
1.700E-14,10.461,-0.017
1.788E-14,10.528,-0.018
1.974E-14,10.560,-0.020
1.798E-14,10.587,-0.018
2.234E-14,10.632,-0.022
2.334E-14,10.674,-0.023
2.256E-14,10.713,-0.023
2.432E-14,10.754,-0.024
1.897E-14,10.804,-0.019
2.821E-14,10.899,-0.028
2.167E-14,10.996,-0.022
2.511E-14,11.070,-0.025
2.308E-14,11.176,-0.023
2.572E-14,11.280,-0.026
2.617E-14,11.320,-0.026
2.124E-14,11.335,-0.021
2.224E-14,11.343,-0.022
2.158E-14,11.343,-0.022
2.380E-14,11.362,-0.024
2.452E-14,11.441,-0.025
2.729E-14,11.476,-0.027
2.830E-14,11.538,-0.028
2.789E-14,11.615,-0.028
2.820E-14,11.669,-0.028
2.352E-14,11.725,-0.024
2.570E-14,11.787,-0.026
2.639E-14,11.833,-0.026
2.827E-14,11.885,-0.028
2.579E-14,11.927,-0.026
2.754E-14,12.001,-0.028
2.585E-14,12.081,-0.026
2.424E-14,12.153,-0.024
2.456E-14,12.232,-0.025
2.433E-14,12.303,-0.024
2.395E-14,12.367,-0.024
2.294E-14,12.431,-0.023
2.496E-14,12.515,-0.025
2.129E-14,12.597,-0.021
2.229E-14,12.695,-0.022
2.129E-14,12.758,-0.021
2.029E-14,12.794,-0.020
1.880E-14,12.820,-0.019
2.004E-14,12.854,-0.020
1.926E-14,12.862,-0.019
1.711E-14,12.868,-0.017
1.517E-14,12.868,-0.015
1.763E-14,12.869,-0.018
1.713E-14,12.875,-0.017
1.678E-14,12.945,-0.017
1.479E-14,13.087,-0.015
1.350E-14,13.218,-0.014
1.041E-14,13.344,-0.010
1.249E-14,13.437,-0.012
6.873E-15,13.510,-0.007
8.728E-15,13.557,-0.009
1.213E-14,13.600,-0.012
6.372E-15,13.680,-0.006
5.774E-15,13.751,-0.006
1.295E-14,13.820,-0.013
7.800E-15,13.843,-0.008
8.179E-15,13.872,-0.008
8.606E-15,13.886,-0.009
5.066E-15,13.894,-0.005
8.911E-15,13.950,-0.009
4.541E-15,14.010,-0.005
3.699E-15,14.044,-0.004
5.176E-15,14.067,-0.005
7.581E-15,14.078,-0.008
9.741E-15,14.085,-0.010
9.656E-15,14.085,-0.010
5.066E-15,14.085,-0.005
8.777E-15,14.087,-0.009
6.506E-15,14.088,-0.007
4.297E-15,14.112,-0.004
8.362E-15,14.219,-0.008
4.700E-15,14.350,-0.005
4.968E-15,14.414,-0.005
2.661E-15,14.498,-0.003
1.003E-14,14.597,-0.010
5.225E-15,14.687,-0.005
2.124E-15,14.753,-0.002
1.050E-15,14.843,-0.001
1.196E-15,14.915,-0.001
-3.833E-15,14.981,0.004
-5.200E-15,15.050,0.005
-7.629E-15,15.152,0.008
-6.836E-15,15.195,0.007
-5.725E-15,15.213,0.006
-6.323E-15,15.240,0.006
-5.396E-15,15.283,0.005
-8.521E-15,15.337,0.009
-1.399E-14,15.380,0.014
-1.532E-14,15.430,0.015
-1.489E-14,15.513,0.015
-1.558E-14,15.581,0.016
-1.956E-14,15.614,0.020
-2.087E-14,15.730,0.021
-2.170E-14,15.808,0.022
-2.426E-14,15.837,0.024
-2.357E-14,15.897,0.024
-2.455E-14,16.000,0.025
-2.568E-14,16.090,0.026
-3.049E-14,16.173,0.030
-3.109E-14,16.255,0.031
-3.512E-14,16.317,0.035
-3.813E-14,16.376,0.038
-3.663E-14,16.474,0.037
-4.388E-14,16.551,0.044
-4.119E-14,16.579,0.041
-4.392E-14,16.600,0.044
-4.648E-14,16.644,0.046
-4.800E-14,16.692,0.048
-4.929E-14,16.752,0.049
-5.708E-14,16.803,0.057
-5.911E-14,16.858,0.059
-5.676E-14,16.912,0.057
-5.995E-14,16.934,0.060
-5.963E-14,16.945,0.060
-6.008E-14,16.995,0.060
-6.703E-14,17.054,0.067
-6.935E-14,17.094,0.069
-7.238E-14,17.129,0.072
-6.804E-14,17.162,0.068
-6.981E-14,17.189,0.070
-6.776E-14,17.215,0.068
-7.328E-14,17.243,0.073
-7.881E-14,17.256,0.079
-7.960E-14,17.265,0.080
-7.769E-14,17.270,0.078
-7.692E-14,17.306,0.077
-7.582E-14,17.348,0.076
-8.014E-14,17.377,0.080
-8.339E-14,17.393,0.083
-8.457E-14,17.458,0.085
-8.567E-14,17.576,0.086
-8.761E-14,17.635,0.088
-9.111E-14,17.665,0.091
-9.384E-14,17.688,0.094
-1.008E-13,17.710,0.101
-9.965E-14,17.720,0.100
-1.008E-13,17.721,0.101
-9.722E-14,17.724,0.097
-9.702E-14,17.725,0.097
-1.005E-13,17.733,0.101
-9.854E-14,17.778,0.099
-1.012E-13,17.847,0.101
-1.021E-13,17.919,0.102
-1.027E-13,17.969,0.103
-1.065E-13,18.020,0.107
-1.103E-13,18.081,0.110
-1.113E-13,18.130,0.111
-1.180E-13,18.173,0.118
-1.177E-13,18.215,0.118
-1.223E-13,18.252,0.122
-1.259E-13,18.279,0.126
-1.209E-13,18.301,0.121
-1.266E-13,18.311,0.127
-1.276E-13,18.361,0.128
-1.246E-13,18.416,0.125
-1.262E-13,18.469,0.126
-1.304E-13,18.506,0.130
-1.358E-13,18.543,0.136
-1.341E-13,18.588,0.134
-1.376E-13,18.616,0.138
-1.378E-13,18.662,0.138
-1.432E-13,18.715,0.143
-1.442E-13,18.765,0.144
-1.475E-13,18.788,0.147
-1.502E-13,18.795,0.150
-1.499E-13,18.794,0.150
-1.551E-13,18.799,0.155
-1.486E-13,18.821,0.149
-1.525E-13,18.887,0.152
-1.521E-13,18.973,0.152
-1.552E-13,19.052,0.155
-1.557E-13,19.119,0.156
-1.600E-13,19.167,0.160
-1.619E-13,19.235,0.162
-1.651E-13,19.288,0.165
-1.731E-13,19.331,0.173
-1.761E-13,19.359,0.176
-1.827E-13,19.404,0.183
-1.828E-13,19.459,0.183
-1.906E-13,19.482,0.191
-1.927E-13,19.497,0.193
-1.866E-13,19.523,0.187
-1.928E-13,19.567,0.193
-1.948E-13,19.615,0.195
-1.945E-13,19.671,0.195
-1.937E-13,19.736,0.194
-1.977E-13,19.770,0.198
-1.987E-13,19.777,0.199
-2.013E-13,19.775,0.201
-2.074E-13,19.692,0.207
-2.004E-13,19.664,0.200
-2.055E-13,19.726,0.206
-2.005E-13,19.833,0.200
-2.064E-13,19.913,0.206
-2.045E-13,19.984,0.205
-2.076E-13,20.031,0.208
-2.111E-13,20.068,0.211
-2.117E-13,20.125,0.212
-2.212E-13,20.203,0.221
-2.213E-13,20.271,0.221
-2.233E-13,20.335,0.223
-2.313E-13,20.410,0.231
-2.378E-13,20.472,0.238
-2.341E-13,20.516,0.234
-2.371E-13,20.576,0.237
-2.364E-13,20.610,0.236
-2.399E-13,20.658,0.240
-2.458E-13,20.703,0.246
-2.478E-13,20.744,0.248
-2.486E-13,20.775,0.249
-2.517E-13,20.807,0.252
-2.559E-13,20.825,0.256
-2.583E-13,20.847,0.258
-2.597E-13,20.874,0.260
-2.641E-13,20.933,0.264
-2.637E-13,20.979,0.264
-2.697E-13,20.989,0.270
-2.698E-13,20.994,0.270
-2.725E-13,20.996,0.272
-2.708E-13,20.995,0.271
-2.723E-13,20.999,0.272
-2.735E-13,21.005,0.273
-2.752E-13,21.049,0.275
-2.758E-13,21.139,0.276
-2.773E-13,21.230,0.277
-2.805E-13,21.326,0.280
-2.822E-13,21.445,0.282
-2.829E-13,21.528,0.283
-2.882E-13,21.597,0.288
-2.945E-13,21.661,0.295
-2.975E-13,21.724,0.298
-2.994E-13,21.781,0.299
-2.966E-13,21.836,0.297
-3.030E-13,21.874,0.303
-3.053E-13,21.917,0.305
-3.092E-13,21.949,0.309
-3.085E-13,21.993,0.308
-3.101E-13,22.033,0.310
-3.067E-13,22.054,0.307
-3.054E-13,22.070,0.305
-3.132E-13,22.075,0.313
-3.088E-13,22.080,0.309
-3.127E-13,22.079,0.313
-3.118E-13,22.084,0.312
-3.164E-13,22.084,0.316
-3.125E-13,22.130,0.313
-3.138E-13,22.251,0.314
-3.202E-13,22.379,0.320
-3.254E-13,22.463,0.325
-3.279E-13,22.557,0.328
-3.292E-13,22.632,0.329
-3.365E-13,22.699,0.336
-3.428E-13,22.761,0.343
-3.399E-13,22.838,0.340
-3.446E-13,22.887,0.345
-3.427E-13,22.915,0.343
-3.468E-13,22.953,0.347
-3.478E-13,22.986,0.348
-3.458E-13,23.024,0.346
-3.450E-13,23.079,0.345
-3.474E-13,23.123,0.347
-3.489E-13,23.164,0.349
-3.434E-13,23.203,0.343
-3.458E-13,23.241,0.346
-3.505E-13,23.260,0.350
-3.503E-13,23.298,0.350
-3.542E-13,23.356,0.354
-3.516E-13,23.422,0.352
-3.542E-13,23.495,0.354
-3.565E-13,23.576,0.356
-3.615E-13,23.713,0.362
-3.588E-13,23.794,0.359
-3.621E-13,23.828,0.362
-3.641E-13,23.837,0.364
-3.633E-13,23.845,0.363
-3.672E-13,23.845,0.367
-3.623E-13,23.871,0.362
-3.674E-13,23.910,0.367
-3.697E-13,24.019,0.370
-3.714E-13,24.147,0.371
-3.669E-13,24.279,0.367
-3.692E-13,24.395,0.369
-3.720E-13,24.479,0.372
-3.741E-13,24.587,0.374
-3.773E-13,24.682,0.377
-3.750E-13,24.781,0.375
-3.761E-13,24.888,0.376
-3.728E-13,24.975,0.373
-3.724E-13,25.021,0.372
-3.744E-13,25.062,0.374
-3.704E-13,25.108,0.370
-3.713E-13,25.148,0.371
-3.701E-13,25.187,0.370
-3.738E-13,25.248,0.374
-3.717E-13,25.304,0.372
-3.718E-13,25.333,0.372
-3.716E-13,25.393,0.372
-3.725E-13,25.444,0.373
-3.735E-13,25.487,0.373
-3.689E-13,25.529,0.369
-3.665E-13,25.570,0.366
-3.685E-13,25.614,0.369
-3.667E-13,25.648,0.367
-3.683E-13,25.682,0.368
-3.729E-13,25.735,0.373
-3.693E-13,25.799,0.369
-3.676E-13,25.838,0.368
-3.678E-13,25.852,0.368
-3.662E-13,25.858,0.366
-3.634E-13,25.874,0.363
-3.637E-13,25.951,0.364
-3.685E-13,26.082,0.369
-3.673E-13,26.221,0.367
-3.661E-13,26.321,0.366
-3.631E-13,26.402,0.363
-3.569E-13,26.445,0.357
-3.564E-13,26.475,0.356
-3.547E-13,26.522,0.355
-3.588E-13,26.562,0.359
-3.584E-13,26.593,0.358
-3.573E-13,26.624,0.357
-3.535E-13,26.640,0.353
-3.520E-13,26.674,0.352
-3.548E-13,26.704,0.355
-3.559E-13,26.755,0.356
-3.537E-13,26.794,0.354
-3.535E-13,26.811,0.353
-3.497E-13,26.836,0.350
-3.505E-13,26.878,0.350
-3.506E-13,26.914,0.351
-3.520E-13,26.928,0.352
-3.480E-13,26.935,0.348
-3.503E-13,26.940,0.350
-3.490E-13,26.936,0.349
-3.513E-13,26.937,0.351
-3.476E-13,26.937,0.348
-3.487E-13,26.938,0.349
-3.493E-13,26.999,0.349
-3.508E-13,27.051,0.351
-3.498E-13,27.103,0.350
-3.493E-13,27.139,0.349
-3.482E-13,27.153,0.348
-3.469E-13,27.162,0.347
-3.484E-13,27.192,0.348
-3.490E-13,27.209,0.349
-3.546E-13,27.220,0.355
-3.502E-13,27.236,0.350
-3.491E-13,27.285,0.349
-3.506E-13,27.315,0.351
-3.480E-13,27.328,0.348
-3.514E-13,27.365,0.351
-3.526E-13,27.438,0.353
-3.523E-13,27.470,0.352
-3.506E-13,27.483,0.351
-3.521E-13,27.491,0.352
-3.495E-13,27.494,0.349
-3.532E-13,27.555,0.353
-3.552E-13,27.651,0.355
-3.520E-13,27.742,0.352
-3.554E-13,27.814,0.355
-3.586E-13,27.887,0.359
-3.631E-13,27.931,0.363
-3.621E-13,27.968,0.362
-3.639E-13,28.000,0.364
-3.655E-13,28.030,0.365
-3.679E-13,28.065,0.368
-3.691E-13,28.090,0.369
-3.694E-13,28.101,0.369
-3.683E-13,28.114,0.368
-3.681E-13,28.140,0.368
-3.732E-13,28.181,0.373
-3.728E-13,28.198,0.373
-3.753E-13,28.209,0.375
-3.724E-13,28.214,0.372
-3.767E-13,28.228,0.377
-3.750E-13,28.254,0.375
-3.737E-13,28.288,0.374
-3.732E-13,28.332,0.373
-3.717E-13,28.380,0.372
-3.733E-13,28.421,0.373
-3.779E-13,28.453,0.378
-3.743E-13,28.470,0.374
-3.744E-13,28.472,0.374
-3.761E-13,28.472,0.376
-3.790E-13,28.476,0.379
-3.809E-13,28.473,0.381
-3.823E-13,28.475,0.382
-3.762E-13,28.489,0.376
-3.785E-13,28.508,0.379
-3.771E-13,28.552,0.377
-3.794E-13,28.594,0.379
-3.816E-13,28.637,0.382
-3.855E-13,28.674,0.386
-3.881E-13,28.705,0.388
-3.889E-13,28.731,0.389
-3.899E-13,28.769,0.390
-3.943E-13,28.796,0.394
-3.956E-13,28.839,0.396
-3.935E-13,28.870,0.394
-3.945E-13,28.915,0.395
-3.996E-13,28.946,0.400
-4.028E-13,28.998,0.403
-4.077E-13,29.037,0.408
-4.085E-13,29.060,0.408
-4.104E-13,29.084,0.410
-4.097E-13,29.111,0.410
-4.141E-13,29.139,0.414
-4.178E-13,29.203,0.418
-4.207E-13,29.251,0.421
-4.217E-13,29.267,0.422
-4.271E-13,29.272,0.427
-4.254E-13,29.276,0.425
-4.269E-13,29.277,0.427
-4.289E-13,29.295,0.429
-4.264E-13,29.343,0.426
-4.290E-13,29.363,0.429
-4.337E-13,29.452,0.434
-4.360E-13,29.560,0.436
-4.381E-13,29.606,0.438
-4.417E-13,29.627,0.442
-4.474E-13,29.632,0.447
-4.539E-13,29.630,0.454
-4.582E-13,29.636,0.458
-4.614E-13,29.631,0.461
-4.597E-13,29.653,0.460
-4.645E-13,29.714,0.465
-4.653E-13,29.772,0.465
-4.647E-13,29.854,0.465
-4.735E-13,29.917,0.474
-4.790E-13,29.964,0.479
-4.830E-13,30.031,0.483
-4.915E-13,30.073,0.491
-4.995E-13,30.125,0.500
-5.010E-13,30.182,0.501
-5.092E-13,30.244,0.509
-5.141E-13,30.267,0.514
-5.241E-13,30.289,0.524
-5.163E-13,30.301,0.516
-5.211E-13,30.314,0.521
-5.265E-13,30.335,0.527
-5.288E-13,30.355,0.529
-5.309E-13,30.377,0.531
-5.289E-13,30.393,0.529
-5.370E-13,30.425,0.537
-5.363E-13,30.458,0.536
-5.349E-13,30.482,0.535
-5.449E-13,30.505,0.545
-5.411E-13,30.546,0.541
-5.461E-13,30.577,0.546
-5.476E-13,30.628,0.548
-5.540E-13,30.669,0.554
-5.561E-13,30.703,0.556
-5.587E-13,30.730,0.559
-5.655E-13,30.764,0.566
-5.660E-13,30.798,0.566
-5.763E-13,30.829,0.576
-5.767E-13,30.861,0.577
-5.825E-13,30.888,0.582
-5.875E-13,30.924,0.587
-5.919E-13,30.954,0.592
-5.959E-13,30.995,0.596
-5.986E-13,31.041,0.599
-5.975E-13,31.088,0.597
-5.984E-13,31.130,0.598
-6.045E-13,31.153,0.605
-6.130E-13,31.182,0.613
-6.113E-13,31.189,0.611
-6.192E-13,31.198,0.619
-6.172E-13,31.199,0.617
-6.186E-13,31.200,0.619
-6.216E-13,31.211,0.622
-6.212E-13,31.232,0.621
-6.228E-13,31.257,0.623
-6.235E-13,31.271,0.624
-6.306E-13,31.277,0.631
-6.324E-13,31.278,0.632
-6.305E-13,31.282,0.630
-6.304E-13,31.291,0.630
-6.317E-13,31.292,0.632
-6.336E-13,31.300,0.634
-6.316E-13,31.323,0.632
-6.341E-13,31.349,0.634
-6.349E-13,31.372,0.635
-6.352E-13,31.387,0.635
-6.412E-13,31.410,0.641
-6.410E-13,31.434,0.641
-6.458E-13,31.445,0.646
-6.518E-13,31.463,0.652
-6.543E-13,31.481,0.654
-6.567E-13,31.494,0.657
-6.604E-13,31.512,0.660
-6.648E-13,31.558,0.665
-6.637E-13,31.599,0.664
-6.660E-13,31.633,0.666
-6.686E-13,31.668,0.669
-6.712E-13,31.703,0.671
-6.774E-13,31.741,0.677
-6.810E-13,31.771,0.681
-6.839E-13,31.801,0.684
-6.894E-13,31.832,0.689
-6.931E-13,31.848,0.693
-6.953E-13,31.872,0.695
-6.896E-13,31.893,0.690
-6.930E-13,31.917,0.693
-6.946E-13,31.957,0.695
-6.995E-13,31.986,0.699
-6.966E-13,32.010,0.697
-7.052E-13,32.047,0.705
-7.057E-13,32.081,0.706
-7.113E-13,32.110,0.711
-7.130E-13,32.141,0.713
-7.126E-13,32.172,0.713
-7.127E-13,32.207,0.713
-7.185E-13,32.248,0.718
-7.200E-13,32.292,0.720
-7.239E-13,32.312,0.724
-7.279E-13,32.337,0.728
-7.320E-13,32.349,0.732
-7.341E-13,32.363,0.734
-7.329E-13,32.382,0.733
-7.324E-13,32.405,0.732
-7.377E-13,32.435,0.738
-7.396E-13,32.468,0.740
-7.429E-13,32.501,0.743
-7.477E-13,32.525,0.748
-7.455E-13,32.559,0.746
-7.491E-13,32.583,0.749
-7.485E-13,32.628,0.749
-7.532E-13,32.658,0.753
-7.533E-13,32.679,0.753
-7.528E-13,32.697,0.753
-7.544E-13,32.723,0.754
-7.572E-13,32.742,0.757
-7.600E-13,32.767,0.760
-7.627E-13,32.788,0.763
-7.631E-13,32.806,0.763
-7.670E-13,32.823,0.767
-7.704E-13,32.853,0.770
-7.703E-13,32.867,0.770
-7.734E-13,32.872,0.773
-7.740E-13,32.889,0.774
-7.771E-13,32.902,0.777
-7.767E-13,32.933,0.777
-7.826E-13,32.970,0.783
-7.792E-13,32.984,0.779
-7.804E-13,32.997,0.780
-7.762E-13,32.991,0.776
-7.774E-13,32.993,0.777
-7.797E-13,33.003,0.780
-7.839E-13,33.043,0.784
-7.817E-13,33.091,0.782
-7.858E-13,33.129,0.786
-7.881E-13,33.169,0.788
-7.856E-13,33.214,0.786
-7.885E-13,33.266,0.788
-7.919E-13,33.317,0.792
-7.924E-13,33.364,0.792
-7.954E-13,33.419,0.795
-7.944E-13,33.461,0.794
-7.983E-13,33.502,0.798
-8.034E-13,33.549,0.803
-8.007E-13,33.583,0.801
-8.030E-13,33.614,0.803
-8.021E-13,33.634,0.802
