"Current (A) Run #29","Voltage (V) Run #29","Electron current (pA) Run #29"
-2.859E-12,29.639,2.859
-2.894E-12,29.682,2.894
-2.928E-12,29.716,2.928
-2.956E-12,29.767,2.956
-2.980E-12,29.841,2.980
-3.015E-12,29.890,3.015
-3.041E-12,29.916,3.041
-3.070E-12,29.911,3.070
-3.085E-12,29.917,3.085
-3.104E-12,29.953,3.104
-3.120E-12,30.031,3.120
-3.142E-12,30.139,3.142
-3.168E-12,30.236,3.168
-3.216E-12,30.340,3.216
-3.260E-12,30.433,3.260
-3.310E-12,30.518,3.310
-3.361E-12,30.597,3.361
-3.419E-12,30.679,3.419
-3.475E-12,30.756,3.475
-3.524E-12,30.840,3.524
-3.570E-12,30.933,3.570
-3.619E-12,31.017,3.619
-3.670E-12,31.111,3.670
-3.718E-12,31.192,3.718
-3.776E-12,31.252,3.776
-3.819E-12,31.328,3.819
-3.863E-12,31.404,3.863
-3.901E-12,31.475,3.901
-3.944E-12,31.557,3.944
-3.982E-12,31.667,3.982
-4.026E-12,31.745,4.026
-4.067E-12,31.814,4.067
-4.111E-12,31.876,4.111
-4.147E-12,31.955,4.147
-4.177E-12,32.031,4.177
-4.221E-12,32.111,4.221
-4.250E-12,32.185,4.250
-4.288E-12,32.266,4.288
-4.320E-12,32.332,4.320
-4.356E-12,32.405,4.356
-4.380E-12,32.484,4.380
-4.413E-12,32.563,4.413
-4.443E-12,32.622,4.443
-4.473E-12,32.698,4.473
-4.493E-12,32.761,4.493
-4.519E-12,32.784,4.519
-4.534E-12,32.787,4.534
-4.546E-12,32.788,4.546
-4.557E-12,32.789,4.557
-4.561E-12,32.846,4.561
-4.569E-12,32.962,4.569
-4.581E-12,33.077,4.581
-4.596E-12,33.203,4.596
-4.613E-12,33.322,4.613
-4.635E-12,33.442,4.635
-4.652E-12,33.557,4.652
-4.665E-12,33.656,4.665
-4.682E-12,33.743,4.682
-4.691E-12,33.835,4.691
-4.695E-12,33.925,4.695
-4.698E-12,33.999,4.698
-4.697E-12,34.073,4.697
-4.696E-12,34.153,4.696
-4.697E-12,34.234,4.697
-4.686E-12,34.318,4.686
-4.679E-12,34.421,4.679
-4.670E-12,34.527,4.670
-4.656E-12,34.622,4.656
-4.636E-12,34.695,4.636
-4.623E-12,34.718,4.623
-4.605E-12,34.723,4.605
-4.587E-12,34.724,4.587
-4.575E-12,34.748,4.575
-4.571E-12,34.874,4.571
-4.556E-12,35.031,4.556
-4.536E-12,35.159,4.536
-4.503E-12,35.324,4.503
-4.468E-12,35.491,4.468
-4.418E-12,35.612,4.418
-4.358E-12,35.752,4.358
-4.299E-12,35.872,4.299
-4.236E-12,35.972,4.236
-4.172E-12,36.113,4.172
-4.113E-12,36.232,4.113
-4.049E-12,36.343,4.049
-3.981E-12,36.439,3.981
-3.918E-12,36.517,3.918
-3.856E-12,36.606,3.856
-3.796E-12,36.694,3.796
-3.737E-12,36.758,3.737
-3.679E-12,36.787,3.679
-3.631E-12,36.799,3.631
-3.593E-12,36.801,3.593
-3.564E-12,36.805,3.564
-3.543E-12,36.827,3.543
-3.532E-12,36.905,3.532
-3.514E-12,37.017,3.514
-3.486E-12,37.135,3.486
-3.432E-12,37.229,3.432
-3.382E-12,37.336,3.382
-3.317E-12,37.444,3.317
-3.255E-12,37.524,3.255
-3.194E-12,37.590,3.194
-3.137E-12,37.663,3.137
-3.095E-12,37.736,3.095
-3.042E-12,37.827,3.042
-2.998E-12,37.891,2.998
-2.954E-12,37.969,2.954
-2.910E-12,38.049,2.910
-2.870E-12,38.123,2.870
-2.829E-12,38.183,2.829
-2.793E-12,38.243,2.793
-2.762E-12,38.299,2.762
-2.730E-12,38.348,2.730
-2.706E-12,38.400,2.706
-2.683E-12,38.446,2.683
-2.662E-12,38.509,2.662
-2.641E-12,38.565,2.641
-2.624E-12,38.620,2.624
-2.605E-12,38.673,2.605
-2.591E-12,38.739,2.591
-2.574E-12,38.796,2.574
-2.561E-12,38.835,2.561
-2.547E-12,38.885,2.547
-2.546E-12,38.933,2.546
-2.535E-12,38.998,2.535
-2.524E-12,39.073,2.524
-2.519E-12,39.119,2.519
-2.514E-12,39.169,2.514
-2.518E-12,39.231,2.518
-2.515E-12,39.291,2.515
-2.519E-12,39.344,2.519
-2.526E-12,39.380,2.526
-2.530E-12,39.432,2.530
-2.538E-12,39.468,2.538
-2.552E-12,39.495,2.552
-2.557E-12,39.537,2.557
-2.568E-12,39.555,2.568
-2.579E-12,39.561,2.579
-2.590E-12,39.565,2.590
-2.597E-12,39.569,2.597
-2.602E-12,39.616,2.602
-2.615E-12,39.682,2.615
-2.629E-12,39.752,2.629
-2.646E-12,39.864,2.646
-2.675E-12,39.967,2.675
-2.710E-12,40.063,2.710
-2.751E-12,40.142,2.751
-2.803E-12,40.207,2.803
-2.852E-12,40.297,2.852
-2.911E-12,40.391,2.911
-2.963E-12,40.488,2.963
-3.031E-12,40.610,3.031
-3.103E-12,40.699,3.103
-3.185E-12,40.772,3.185
-3.280E-12,40.829,3.280
-3.363E-12,40.908,3.363
-3.446E-12,41.000,3.446
-3.538E-12,41.090,3.538
-3.634E-12,41.185,3.634
-3.733E-12,41.256,3.733
-3.831E-12,41.374,3.831
-3.933E-12,41.511,3.933
-4.054E-12,41.606,4.054
-4.174E-12,41.689,4.174
-4.296E-12,41.756,4.296
-4.407E-12,41.836,4.407
-4.513E-12,41.881,4.513
-4.616E-12,41.935,4.616
-4.701E-12,41.982,4.701
-4.777E-12,42.007,4.777
-4.847E-12,42.040,4.847
-4.907E-12,42.076,4.907
-4.961E-12,42.089,4.961
-5.005E-12,42.087,5.005
-5.042E-12,42.100,5.042
-5.073E-12,42.167,5.073
-5.102E-12,42.280,5.102
-5.157E-12,42.404,5.157
-5.238E-12,42.517,5.238
-5.349E-12,42.601,5.349
-5.465E-12,42.690,5.465
-5.586E-12,42.782,5.586
-5.696E-12,42.872,5.696
-5.798E-12,42.940,5.798
-5.892E-12,43.034,5.892
-5.976E-12,43.148,5.976
-6.071E-12,43.297,6.071
-6.166E-12,43.406,6.166
-6.266E-12,43.481,6.266
-6.360E-12,43.544,6.360
-6.446E-12,43.591,6.446
-6.516E-12,43.636,6.516
-6.568E-12,43.686,6.568
-6.617E-12,43.727,6.617
-6.664E-12,43.807,6.664
-6.701E-12,43.873,6.701
-6.742E-12,43.913,6.742
-6.775E-12,43.966,6.775
-6.808E-12,44.044,6.808
-6.840E-12,44.109,6.840
-6.870E-12,44.155,6.870
-6.898E-12,44.196,6.898
-6.928E-12,44.253,6.928
-6.946E-12,44.319,6.946
-6.968E-12,44.383,6.968
-6.991E-12,44.414,6.991
-7.002E-12,44.427,7.002
-7.013E-12,44.436,7.013
-7.024E-12,44.432,7.024
-7.033E-12,44.443,7.033
-7.043E-12,44.509,7.043
-7.044E-12,44.640,7.044
-7.050E-12,44.775,7.050
-7.059E-12,44.928,7.059
-7.067E-12,45.087,7.067
-7.064E-12,45.251,7.064
-7.055E-12,45.424,7.055
-7.039E-12,45.574,7.039
-7.002E-12,45.679,7.002
-6.958E-12,45.756,6.958
-6.916E-12,45.819,6.916
-6.872E-12,45.871,6.872
-6.831E-12,45.942,6.831
-6.793E-12,46.031,6.793
-6.751E-12,46.095,6.751
-6.706E-12,46.156,6.706
-6.661E-12,46.229,6.661
-6.611E-12,46.320,6.611
-6.558E-12,46.426,6.558
-6.498E-12,46.508,6.498
-6.430E-12,46.611,6.430
-6.352E-12,46.709,6.352
-6.274E-12,46.774,6.274
-6.195E-12,46.841,6.195
-6.122E-12,46.888,6.122
-6.050E-12,46.951,6.050
-5.986E-12,47.061,5.986
-5.917E-12,47.127,5.917
-5.836E-12,47.148,5.836
-5.760E-12,47.154,5.760
-5.704E-12,47.158,5.704
-5.662E-12,47.211,5.662
-5.627E-12,47.326,5.627
-5.570E-12,47.419,5.570
-5.495E-12,47.519,5.495
-5.399E-12,47.568,5.399
-5.296E-12,47.612,5.296
-5.210E-12,47.653,5.210
-5.138E-12,47.711,5.138
-5.071E-12,47.762,5.071
-5.008E-12,47.818,5.008
-4.943E-12,47.880,4.943
-4.882E-12,47.922,4.882
-4.812E-12,47.955,4.812
-4.759E-12,47.991,4.759
-4.701E-12,48.015,4.701
-4.649E-12,48.048,4.649
-4.612E-12,48.081,4.612
-4.572E-12,48.114,4.572
-4.533E-12,48.154,4.533
-4.487E-12,48.185,4.487
-4.447E-12,48.237,4.447
-4.402E-12,48.285,4.402
-4.352E-12,48.323,4.352
-4.303E-12,48.376,4.303
-4.249E-12,48.435,4.249
-4.193E-12,48.484,4.193
-4.138E-12,48.522,4.138
-4.079E-12,48.565,4.079
-4.026E-12,48.607,4.026
-3.969E-12,48.642,3.969
-3.924E-12,48.695,3.924
-3.879E-12,48.727,3.879
-3.824E-12,48.764,3.824
-3.780E-12,48.816,3.780
-3.732E-12,48.858,3.732
-3.682E-12,48.900,3.682
-3.634E-12,48.959,3.634
-3.576E-12,49.021,3.576
-3.522E-12,49.072,3.522
-3.460E-12,49.123,3.460
-3.402E-12,49.172,3.402
-3.347E-12,49.216,3.347
-3.294E-12,49.265,3.294
-3.243E-12,49.316,3.243
-3.196E-12,49.363,3.196
-3.147E-12,49.409,3.147
-3.101E-12,49.469,3.101
-3.061E-12,49.513,3.061
-3.022E-12,49.550,3.022
-2.979E-12,49.582,2.979
-2.938E-12,49.623,2.938
-2.902E-12,49.677,2.902
-2.872E-12,49.735,2.872
-2.837E-12,49.778,2.837
-2.802E-12,49.813,2.802
-2.773E-12,49.849,2.773
-2.742E-12,49.884,2.742
-2.718E-12,49.935,2.718
-2.694E-12,49.990,2.694
-2.671E-12,50.036,2.671
-2.640E-12,50.065,2.640
-2.621E-12,50.089,2.621
-2.602E-12,50.129,2.602
-2.583E-12,50.155,2.583
-2.573E-12,50.169,2.573
-2.558E-12,50.166,2.558
-2.551E-12,50.172,2.551
-2.549E-12,50.207,2.549
-2.542E-12,50.322,2.542
-2.534E-12,50.453,2.534
-2.527E-12,50.550,2.527
-2.519E-12,50.640,2.519
-2.513E-12,50.773,2.513
-2.519E-12,50.854,2.519
-2.535E-12,50.955,2.535
-2.552E-12,51.032,2.552
-2.589E-12,51.097,2.589
-2.624E-12,51.188,2.624
-2.668E-12,51.280,2.668
-2.721E-12,51.353,2.721
-2.784E-12,51.452,2.784
-2.856E-12,51.565,2.856
-2.947E-12,51.646,2.947
-3.039E-12,51.716,3.039
-3.138E-12,51.785,3.138
-3.242E-12,51.837,3.242
-3.346E-12,51.916,3.346
-3.455E-12,51.984,3.455
-3.566E-12,52.042,3.566
-3.678E-12,52.090,3.678
-3.781E-12,52.130,3.781
-3.884E-12,52.148,3.884
-3.964E-12,52.160,3.964
-4.029E-12,52.158,4.029
-4.080E-12,52.158,4.080
-4.119E-12,52.172,4.119
-4.150E-12,52.226,4.150
-4.196E-12,52.298,4.196
-4.258E-12,52.391,4.258
-4.352E-12,52.455,4.352
-4.467E-12,52.488,4.467
-4.577E-12,52.524,4.577
-4.674E-12,52.566,4.674
-4.776E-12,52.643,4.776
-4.878E-12,52.723,4.878
-4.994E-12,52.778,4.994
-5.118E-12,52.811,5.118
-5.240E-12,52.889,5.240
-5.374E-12,52.943,5.374
-5.510E-12,52.990,5.510
-5.637E-12,53.050,5.637
-5.764E-12,53.130,5.764
-5.894E-12,53.213,5.894
-6.032E-12,53.275,6.032
-6.180E-12,53.334,6.180
-6.318E-12,53.388,6.318
-6.457E-12,53.445,6.457
-6.585E-12,53.489,6.585
-6.716E-12,53.568,6.716
-6.836E-12,53.619,6.836
-6.958E-12,53.659,6.958
-7.070E-12,53.687,7.070
-7.172E-12,53.730,7.172
-7.267E-12,53.772,7.267
-7.355E-12,53.819,7.355
-7.444E-12,53.867,7.444
-7.540E-12,53.894,7.540
-7.624E-12,53.932,7.624
-7.706E-12,53.973,7.706
-7.790E-12,53.997,7.790
-7.867E-12,54.032,7.867
-7.941E-12,54.073,7.941
-8.012E-12,54.102,8.012
-8.070E-12,54.130,8.070
-8.134E-12,54.153,8.134
-8.191E-12,54.182,8.191
-8.244E-12,54.217,8.244
-8.298E-12,54.261,8.298
-8.356E-12,54.285,8.356
-8.412E-12,54.313,8.412
-8.463E-12,54.343,8.463
-8.519E-12,54.372,8.519
-8.570E-12,54.397,8.570
-8.614E-12,54.431,8.614
-8.668E-12,54.486,8.668
-8.727E-12,54.561,8.727
-8.790E-12,54.639,8.790
-8.865E-12,54.713,8.865
-8.952E-12,54.778,8.952
-9.043E-12,54.849,9.043
-9.140E-12,54.926,9.140
-9.230E-12,54.975,9.230
-9.316E-12,55.018,9.316
-9.398E-12,55.079,9.398
-9.465E-12,55.146,9.465
-9.530E-12,55.230,9.530
-9.600E-12,55.268,9.600
-9.662E-12,55.281,9.662
-9.706E-12,55.286,9.706
-9.742E-12,55.288,9.742
-9.769E-12,55.299,9.769
-9.791E-12,55.362,9.791
-9.804E-12,55.440,9.804
-9.833E-12,55.519,9.833
-9.869E-12,55.620,9.869
-9.910E-12,55.717,9.910
-9.953E-12,55.799,9.953
-9.992E-12,55.860,9.992
-1.003E-11,55.932,10.034
-1.006E-11,56.028,10.058
-1.008E-11,56.161,10.085
-1.010E-11,56.267,10.103
-1.012E-11,56.369,10.117
-1.012E-11,56.433,10.119
-1.012E-11,56.484,10.116
-1.010E-11,56.555,10.105
-1.010E-11,56.642,10.096
-1.007E-11,56.736,10.074
-1.005E-11,56.834,10.048
-1.002E-11,56.934,10.019
-9.977E-12,57.059,9.977
-9.922E-12,57.138,9.922
-9.858E-12,57.177,9.858
-9.796E-12,57.214,9.796
-9.742E-12,57.263,9.742
-9.691E-12,57.339,9.691
-9.638E-12,57.407,9.638
-9.582E-12,57.464,9.582
-9.521E-12,57.540,9.521
-9.449E-12,57.603,9.449
-9.373E-12,57.643,9.373
-9.297E-12,57.656,9.297
-9.232E-12,57.661,9.232
-9.189E-12,57.662,9.189
-9.154E-12,57.666,9.154
-9.132E-12,57.763,9.132
-9.095E-12,57.888,9.095
-9.030E-12,57.982,9.030
-8.941E-12,58.076,8.941
-8.826E-12,58.159,8.826
-8.708E-12,58.230,8.708
-8.586E-12,58.335,8.586
-8.461E-12,58.444,8.461
-8.322E-12,58.547,8.322
-8.175E-12,58.671,8.175
-8.008E-12,58.801,8.008
-7.823E-12,58.857,7.823
-7.640E-12,58.903,7.640
-7.479E-12,58.971,7.479
-7.333E-12,59.028,7.333
-7.200E-12,59.120,7.200
-7.075E-12,59.210,7.075
-6.947E-12,59.294,6.947
-6.807E-12,59.384,6.807
-6.652E-12,59.484,6.652
-6.489E-12,59.592,6.489
-6.321E-12,59.692,6.321
-6.145E-12,59.756,6.145
-5.977E-12,59.817,5.977
-5.823E-12,59.889,5.823
-5.680E-12,59.951,5.680
-5.538E-12,59.997,5.538
-5.409E-12,60.048,5.409
-5.291E-12,60.090,5.291
-5.187E-12,60.117,5.187
-5.093E-12,60.150,5.093
-5.016E-12,60.187,5.016
-4.944E-12,60.222,4.944
-4.874E-12,60.268,4.874
-4.806E-12,60.300,4.806
-4.740E-12,60.326,4.740
-4.671E-12,60.360,4.671
-4.613E-12,60.392,4.613
-4.554E-12,60.425,4.554
-4.501E-12,60.468,4.501
-4.443E-12,60.511,4.443
-4.382E-12,60.523,4.382
-4.330E-12,60.531,4.330
-4.283E-12,60.534,4.283
-4.245E-12,60.529,4.245
-4.220E-12,60.547,4.220
-4.202E-12,60.604,4.202
-4.177E-12,60.679,4.177
-4.135E-12,60.751,4.135
-4.071E-12,60.815,4.071
-3.993E-12,60.868,3.993
-3.915E-12,60.943,3.915
-3.831E-12,60.996,3.831
-3.747E-12,61.032,3.747
-3.669E-12,61.088,3.669
-3.601E-12,61.146,3.601
-3.528E-12,61.215,3.528
-3.455E-12,61.276,3.455
-3.382E-12,61.317,3.382
-3.313E-12,61.357,3.313
-3.250E-12,61.382,3.250
-3.198E-12,61.403,3.198
-3.158E-12,61.438,3.158
-3.123E-12,61.482,3.123
-3.092E-12,61.519,3.092
-3.060E-12,61.553,3.060
-3.029E-12,61.576,3.029
-2.999E-12,61.601,2.999
-2.970E-12,61.629,2.970
-2.945E-12,61.692,2.945
-2.916E-12,61.734,2.916
-2.894E-12,61.759,2.894
-2.871E-12,61.772,2.871
-2.847E-12,61.800,2.847
-2.832E-12,61.838,2.832
-2.817E-12,61.878,2.817
-2.814E-12,61.920,2.814
-2.803E-12,61.954,2.803
-2.789E-12,61.980,2.789
-2.782E-12,62.011,2.782
-2.777E-12,62.075,2.777
-2.780E-12,62.121,2.780
-2.778E-12,62.144,2.778
-2.780E-12,62.181,2.780
-2.784E-12,62.208,2.784
-2.787E-12,62.233,2.787
-2.795E-12,62.273,2.795
-2.804E-12,62.326,2.804
-2.819E-12,62.361,2.819
-2.831E-12,62.408,2.831
-2.857E-12,62.452,2.857
-2.877E-12,62.480,2.877
-2.905E-12,62.507,2.905
-2.932E-12,62.536,2.932
-2.959E-12,62.570,2.959
-2.985E-12,62.613,2.985
-3.014E-12,62.643,3.014
-3.052E-12,62.675,3.052
-3.085E-12,62.730,3.085
-3.123E-12,62.766,3.123
-3.171E-12,62.798,3.171
-3.218E-12,62.849,3.218
-3.270E-12,62.914,3.270
-3.332E-12,62.974,3.332
-3.408E-12,62.999,3.408
-3.487E-12,63.012,3.487
-3.554E-12,63.011,3.554
-3.608E-12,63.015,3.608
-3.644E-12,63.033,3.644
-3.676E-12,63.118,3.676
-3.724E-12,63.201,3.724
-3.806E-12,63.273,3.806
-3.912E-12,63.338,3.912
-4.027E-12,63.387,4.027
-4.151E-12,63.419,4.151
-4.267E-12,63.473,4.267
-4.380E-12,63.540,4.380
-4.497E-12,63.623,4.497
-4.633E-12,63.711,4.633
-4.797E-12,63.783,4.797
-4.963E-12,63.814,4.963
-5.131E-12,63.850,5.131
-5.281E-12,63.879,5.281
-5.414E-12,63.909,5.414
-5.537E-12,63.938,5.537
-5.643E-12,63.963,5.643
-5.730E-12,63.991,5.730
-5.823E-12,64.009,5.823
-5.905E-12,64.028,5.905
-5.969E-12,64.052,5.969
-6.040E-12,64.068,6.040
-6.104E-12,64.080,6.104
-6.165E-12,64.097,6.165
-6.221E-12,64.125,6.221
-6.286E-12,64.163,6.286
-6.355E-12,64.200,6.355
-6.439E-12,64.248,6.439
-6.528E-12,64.279,6.528
-6.633E-12,64.307,6.633
-6.737E-12,64.336,6.737
-6.832E-12,64.350,6.832
-6.916E-12,64.378,6.916
-6.988E-12,64.408,6.988
-7.067E-12,64.444,7.067
-7.151E-12,64.483,7.151
-7.242E-12,64.511,7.242
-7.336E-12,64.543,7.336
-7.435E-12,64.581,7.435
-7.536E-12,64.614,7.536
-7.648E-12,64.672,7.648
-7.768E-12,64.768,7.768
-7.919E-12,64.813,7.919
-8.080E-12,64.827,8.080
-8.223E-12,64.828,8.223
-8.338E-12,64.827,8.338
-8.414E-12,64.842,8.414
-8.467E-12,64.869,8.467
-8.515E-12,64.936,8.515
-8.591E-12,64.999,8.591
-8.699E-12,65.089,8.699
-8.845E-12,65.173,8.845
-9.024E-12,65.231,9.024
-9.220E-12,65.315,9.220
-9.427E-12,65.369,9.427
-9.624E-12,65.404,9.624
-9.789E-12,65.455,9.789
-9.938E-12,65.497,9.938
-1.007E-11,65.521,10.066
-1.019E-11,65.584,10.187
-1.029E-11,65.644,10.294
-1.041E-11,65.693,10.414
-1.054E-11,65.733,10.540
-1.066E-11,65.756,10.660
-1.077E-11,65.775,10.765
-1.085E-11,65.807,10.853
-1.093E-11,65.841,10.928
-1.101E-11,65.901,11.008
-1.109E-11,65.984,11.090
-1.120E-11,66.031,11.197
-1.131E-11,66.070,11.314
-1.143E-11,66.106,11.432
-1.154E-11,66.161,11.538
-1.163E-11,66.226,11.629
-1.172E-11,66.295,11.722
-1.182E-11,66.328,11.823
-1.192E-11,66.355,11.919
-1.200E-11,66.378,12.002
-1.208E-11,66.419,12.077
-1.214E-11,66.477,12.139
-1.220E-11,66.549,12.202
-1.227E-11,66.608,12.274
-1.236E-11,66.649,12.357
-1.244E-11,66.677,12.438
-1.251E-11,66.707,12.514
-1.257E-11,66.766,12.567
-1.262E-11,66.830,12.625
-1.268E-11,66.892,12.680
-1.274E-11,66.964,12.744
-1.281E-11,67.015,12.809
-1.288E-11,67.040,12.875
-1.293E-11,67.046,12.929
-1.298E-11,67.051,12.975
-1.301E-11,67.062,13.008
-1.303E-11,67.114,13.027
-1.305E-11,67.203,13.052
-1.308E-11,67.268,13.077
-1.311E-11,67.349,13.113
-1.315E-11,67.408,13.154
-1.319E-11,67.456,13.193
-1.323E-11,67.499,13.229
-1.326E-11,67.566,13.264
-1.329E-11,67.635,13.292
-1.331E-11,67.705,13.312
-1.333E-11,67.789,13.326
-1.334E-11,67.857,13.338
-1.335E-11,67.929,13.346
-1.335E-11,68.003,13.351
-1.335E-11,68.067,13.353
-1.334E-11,68.140,13.342
-1.333E-11,68.218,13.333
-1.331E-11,68.305,13.311
-1.328E-11,68.387,13.280
-1.324E-11,68.461,13.242
-1.320E-11,68.530,13.200
-1.315E-11,68.611,13.151
-1.310E-11,68.685,13.100
-1.304E-11,68.790,13.042
-1.297E-11,68.906,12.972
-1.289E-11,69.017,12.891
-1.280E-11,69.082,12.797
-1.269E-11,69.108,12.694
-1.260E-11,69.116,12.599
-1.253E-11,69.122,12.530
-1.247E-11,69.120,12.473
-1.244E-11,69.134,12.443
-1.242E-11,69.222,12.416
-1.238E-11,69.313,12.377
-1.232E-11,69.434,12.318
-1.223E-11,69.524,12.226
-1.211E-11,69.559,12.105
-1.199E-11,69.574,11.988
-1.188E-11,69.583,11.882
-1.181E-11,69.619,11.806
-1.174E-11,69.662,11.743
-1.169E-11,69.763,11.687
-1.160E-11,69.862,11.603
-1.150E-11,69.930,11.505
-1.137E-11,69.992,11.368
-1.122E-11,70.066,11.225
-1.108E-11,70.133,11.081
-1.094E-11,70.221,10.943
-1.080E-11,70.293,10.802
-1.065E-11,70.363,10.654
-1.050E-11,70.480,10.505
-1.034E-11,70.604,10.340
-1.014E-11,70.716,10.140
-9.927E-12,70.780,9.927
-9.715E-12,70.854,9.715
-9.507E-12,70.870,9.507
-9.328E-12,70.889,9.328
-9.196E-12,70.883,9.196
-9.097E-12,70.887,9.097
-9.028E-12,70.935,9.028
-8.968E-12,71.066,8.968
-8.871E-12,71.198,8.871
-8.720E-12,71.287,8.720
-8.521E-12,71.408,8.521
-8.296E-12,71.488,8.296
-8.072E-12,71.542,8.072
-7.865E-12,71.619,7.865
-7.661E-12,71.724,7.661
-7.458E-12,71.848,7.458
-7.249E-12,71.901,7.249
-7.053E-12,71.922,7.053
-6.879E-12,71.928,6.879
-6.751E-12,71.939,6.751
-6.656E-12,72.018,6.656
-6.564E-12,72.118,6.564
-6.443E-12,72.198,6.443
-6.310E-12,72.248,6.310
-6.166E-12,72.312,6.166
-6.028E-12,72.397,6.028
-5.879E-12,72.500,5.879
-5.716E-12,72.598,5.716
-5.546E-12,72.667,5.546
-5.371E-12,72.718,5.371
-5.215E-12,72.771,5.215
-5.079E-12,72.834,5.079
-4.963E-12,72.875,4.963
-4.854E-12,72.907,4.854
-4.764E-12,72.943,4.764
-4.685E-12,72.983,4.685
-4.618E-12,73.030,4.618
-4.552E-12,73.050,4.552
-4.488E-12,73.063,4.488
-4.442E-12,73.053,4.442
-4.399E-12,73.077,4.399
-4.367E-12,73.129,4.367
-4.335E-12,73.222,4.335
-4.285E-12,73.327,4.285
-4.227E-12,73.393,4.227
-4.162E-12,73.485,4.162
-4.086E-12,73.599,4.086
-4.018E-12,73.665,4.018
-3.952E-12,73.715,3.952
-3.899E-12,73.775,3.899
-3.864E-12,73.832,3.864
-3.833E-12,73.881,3.833
-3.811E-12,73.941,3.811
-3.798E-12,74.005,3.798
-3.790E-12,74.081,3.790
-3.791E-12,74.145,3.791
-3.807E-12,74.210,3.807
-3.823E-12,74.275,3.823
-3.850E-12,74.313,3.850
-3.878E-12,74.350,3.878
-3.910E-12,74.409,3.910
-3.949E-12,74.455,3.949
-3.991E-12,74.495,3.991
-4.038E-12,74.548,4.038
-4.091E-12,74.589,4.091
-4.145E-12,74.614,4.145
-4.206E-12,74.641,4.206
-4.260E-12,74.683,4.260
-4.312E-12,74.751,4.312
-4.376E-12,74.806,4.376
-4.456E-12,74.840,4.456
-4.539E-12,74.901,4.539
-4.634E-12,74.957,4.634
-4.732E-12,75.013,4.732
-4.842E-12,75.069,4.842
-4.953E-12,75.134,4.953
-5.075E-12,75.195,5.075
-5.215E-12,75.240,5.215
-5.357E-12,75.275,5.357
-5.492E-12,75.314,5.492
-5.619E-12,75.355,5.619
-5.740E-12,75.376,5.740
-5.844E-12,75.392,5.844
-5.939E-12,75.408,5.939
-6.015E-12,75.416,6.015
-6.080E-12,75.398,6.080
-6.126E-12,75.370,6.126
-6.142E-12,75.353,6.142
-6.135E-12,75.351,6.135
-6.121E-12,75.366,6.121
-6.114E-12,75.380,6.114
-6.122E-12,75.429,6.122
-6.165E-12,75.495,6.165
-6.245E-12,75.532,6.245
-6.344E-12,75.562,6.344
-6.456E-12,75.598,6.456
-6.568E-12,75.621,6.568
-6.671E-12,75.666,6.671
-6.772E-12,75.711,6.772
-6.885E-12,75.735,6.885
-6.993E-12,75.781,6.993
-7.110E-12,75.822,7.110
-7.232E-12,75.856,7.232
-7.362E-12,75.886,7.362
-7.486E-12,75.924,7.486
-7.607E-12,75.979,7.607
-7.737E-12,76.031,7.737
-7.885E-12,76.075,7.885
-8.033E-12,76.106,8.033
-8.173E-12,76.135,8.173
-8.305E-12,76.149,8.305
-8.434E-12,76.197,8.434
-8.549E-12,76.227,8.549
-8.660E-12,76.258,8.660
-8.765E-12,76.297,8.765
-8.877E-12,76.313,8.877
-8.982E-12,76.328,8.982
-9.083E-12,76.354,9.083
-9.167E-12,76.384,9.167
-9.252E-12,76.393,9.252
-9.330E-12,76.422,9.330
-9.411E-12,76.447,9.411
-9.496E-12,76.466,9.496
-9.573E-12,76.489,9.573
-9.662E-12,76.522,9.662
-9.742E-12,76.548,9.742
-9.828E-12,76.573,9.828
-9.914E-12,76.619,9.914
-1.001E-11,76.642,10.006
-1.010E-11,76.669,10.100
-1.020E-11,76.701,10.199
-1.030E-11,76.733,10.295
-1.039E-11,76.751,10.393
-1.049E-11,76.779,10.488
-1.058E-11,76.797,10.578
-1.066E-11,76.809,10.664
-1.074E-11,76.835,10.737
-1.081E-11,76.865,10.805
-1.088E-11,76.903,10.883
-1.096E-11,76.937,10.959
-1.106E-11,76.954,11.059
-1.116E-11,76.977,11.160
-1.125E-11,76.990,11.249
-1.133E-11,76.989,11.327
-1.139E-11,76.980,11.390
-1.143E-11,76.977,11.429
-1.144E-11,76.989,11.444
-1.146E-11,77.010,11.458
-1.149E-11,77.045,11.489
-1.153E-11,77.089,11.533
-1.160E-11,77.142,11.601
-1.170E-11,77.172,11.698
-1.180E-11,77.200,11.801
-1.191E-11,77.249,11.907
-1.202E-11,77.283,12.023
-1.213E-11,77.330,12.127
-1.225E-11,77.371,12.246
-1.237E-11,77.408,12.368
-1.248E-11,77.441,12.484
-1.260E-11,77.490,12.599
-1.271E-11,77.554,12.709
-1.283E-11,77.604,12.832
-1.296E-11,77.644,12.963
-1.310E-11,77.703,13.103
-1.325E-11,77.746,13.247
-1.338E-11,77.800,13.384
-1.352E-11,77.858,13.520
-1.365E-11,77.889,13.650
-1.378E-11,77.915,13.777
-1.388E-11,77.959,13.881
-1.398E-11,77.999,13.981
-1.408E-11,78.037,14.079
-1.417E-11,78.078,14.169
-1.426E-11,78.106,14.260
-1.434E-11,78.135,14.342
-1.442E-11,78.167,14.424
-1.449E-11,78.187,14.494
-1.456E-11,78.214,14.561
-1.462E-11,78.262,14.618
