"Current (A) Run #30","Voltage (V) Run #30","Electron current (pA) Run #30"
5.908E-15,4.171,-0.006
9.509E-15,4.280,-0.010
9.094E-15,4.360,-0.009
5.811E-15,4.402,-0.006
2.454E-15,4.429,-0.002
-1.257E-15,4.451,0.001
-1.843E-15,4.515,0.002
-2.795E-15,4.614,0.003
2.271E-15,4.692,-0.002
2.441E-17,4.758,-2.441E-5
2.698E-15,4.823,-0.003
9.155E-16,4.899,-9.155E-4
3.308E-15,5.001,-0.003
4.382E-15,5.079,-0.004
1.270E-15,5.120,-0.001
6.433E-15,5.145,-0.006
4.211E-15,5.192,-0.004
5.750E-15,5.247,-0.006
3.809E-15,5.319,-0.004
8.289E-15,5.370,-0.008
4.761E-15,5.427,-0.005
2.527E-15,5.515,-0.003
3.992E-15,5.593,-0.004
4.810E-15,5.659,-0.005
9.802E-15,5.722,-0.010
8.069E-15,5.797,-0.008
7.507E-15,5.862,-0.008
6.824E-15,5.926,-0.007
5.847E-15,5.969,-0.006
5.505E-15,5.994,-0.006
5.664E-15,6.002,-0.006
9.851E-15,6.006,-0.010
2.588E-15,6.006,-0.003
1.526E-15,6.006,-0.002
4.590E-15,6.016,-0.005
1.636E-15,6.115,-0.002
3.247E-15,6.196,-0.003
1.941E-15,6.296,-0.002
1.172E-15,6.368,-0.001
3.821E-15,6.444,-0.004
8.374E-15,6.506,-0.008
6.226E-15,6.579,-0.006
5.212E-15,6.678,-0.005
6.396E-15,6.757,-0.006
8.142E-15,6.821,-0.008
7.336E-15,6.875,-0.007
6.348E-15,6.917,-0.006
9.082E-15,6.964,-0.009
7.837E-15,7.035,-0.008
1.917E-15,7.097,-0.002
8.374E-15,7.156,-0.008
8.020E-15,7.207,-0.008
3.992E-15,7.269,-0.004
9.741E-15,7.313,-0.010
8.582E-15,7.360,-0.009
7.104E-15,7.403,-0.007
7.202E-15,7.445,-0.007
4.944E-15,7.495,-0.005
6.360E-15,7.538,-0.006
3.455E-15,7.568,-0.003
3.528E-15,7.591,-0.004
6.372E-15,7.621,-0.006
1.965E-15,7.664,-0.002
3.259E-15,7.723,-0.003
7.324E-15,7.782,-0.007
7.983E-15,7.839,-0.008
4.712E-15,7.884,-0.005
4.895E-15,7.910,-0.005
4.333E-15,7.930,-0.004
6.128E-15,7.960,-0.006
5.566E-15,8.014,-0.006
5.017E-15,8.057,-0.005
3.003E-15,8.093,-0.003
3.894E-15,8.135,-0.004
7.837E-15,8.182,-0.008
4.553E-15,8.209,-0.005
3.796E-15,8.244,-0.004
3.552E-15,8.280,-0.004
4.199E-15,8.303,-0.004
4.480E-15,8.309,-0.004
2.710E-15,8.317,-0.003
2.734E-15,8.315,-0.003
3.845E-15,8.320,-0.004
2.454E-15,8.362,-0.002
-1.392E-15,8.399,0.001
4.041E-15,8.444,-0.004
4.443E-15,8.533,-0.004
6.018E-15,8.646,-0.006
4.224E-15,8.736,-0.004
5.322E-15,8.799,-0.005
2.747E-15,8.841,-0.003
8.130E-15,8.898,-0.008
5.420E-15,8.938,-0.005
5.823E-15,8.993,-0.006
5.139E-15,9.055,-0.005
3.821E-15,9.094,-0.004
4.578E-15,9.157,-0.005
4.626E-15,9.203,-0.005
2.673E-15,9.245,-0.003
2.637E-15,9.312,-0.003
1.416E-15,9.357,-0.001
4.907E-15,9.388,-0.005
5.200E-15,9.437,-0.005
2.246E-15,9.472,-0.002
2.612E-15,9.540,-0.003
1.575E-15,9.656,-0.002
2.148E-15,9.714,-0.002
-2.002E-15,9.752,0.002
-4.236E-15,9.776,0.004
-5.872E-15,9.810,0.006
-8.508E-15,9.830,0.009
-2.441E-15,9.842,0.002
-4.810E-15,9.864,0.005
-3.687E-15,9.909,0.004
-1.697E-15,9.979,0.002
-6.836E-16,10.033,6.836E-4
-3.491E-15,10.056,0.003
8.057E-16,10.089,-8.057E-4
-2.380E-15,10.115,0.002
-1.672E-15,10.145,0.002
-6.555E-15,10.187,0.007
-7.434E-15,10.224,0.007
-3.455E-15,10.265,0.003
-1.138E-14,10.308,0.011
-7.825E-15,10.352,0.008
-8.044E-15,10.377,0.008
-1.160E-14,10.418,0.012
-6.543E-15,10.449,0.007
-5.701E-15,10.484,0.006
-4.773E-15,10.506,0.005
-8.276E-15,10.530,0.008
-6.030E-15,10.554,0.006
-6.909E-15,10.580,0.007
-8.569E-15,10.602,0.009
-5.151E-15,10.629,0.005
-2.881E-15,10.669,0.003
-6.592E-15,10.732,0.007
-6.409E-15,10.781,0.006
-5.530E-15,10.814,0.006
-6.982E-15,10.851,0.007
-4.614E-15,10.904,0.005
-2.295E-15,10.933,0.002
1.025E-15,10.963,-0.001
-6.226E-16,11.007,6.226E-4
-1.196E-15,11.025,0.001
3.467E-15,11.036,-0.003
4.956E-15,11.037,-0.005
-6.104E-16,11.038,6.104E-4
-2.271E-15,11.065,0.002
-2.173E-15,11.162,0.002
-5.493E-16,11.255,5.493E-4
-2.942E-15,11.330,0.003
-4.395E-15,11.375,0.004
-6.592E-15,11.413,0.007
-5.518E-15,11.465,0.006
-4.871E-15,11.504,0.005
-8.276E-15,11.527,0.008
-4.700E-15,11.567,0.005
-4.053E-15,11.628,0.004
-5.969E-15,11.685,0.006
-2.917E-15,11.708,0.003
-1.575E-15,11.737,0.002
-2.319E-15,11.748,0.002
3.784E-16,11.771,-3.784E-4
-1.074E-15,11.774,0.001
-7.544E-15,11.774,0.008
-7.178E-15,11.784,0.007
-6.958E-15,11.806,0.007
-6.970E-15,11.838,0.007
-6.738E-15,11.861,0.007
-1.697E-15,11.874,0.002
-3.662E-16,11.899,3.662E-4
-3.064E-15,11.921,0.003
-6.726E-15,11.935,0.007
-5.188E-15,11.946,0.005
-4.395E-15,11.949,0.004
-2.698E-15,11.969,0.003
-2.246E-15,11.980,0.002
1.953E-16,12.005,-1.953E-4
3.271E-15,12.028,-0.003
-8.667E-16,12.049,8.667E-4
-5.249E-16,12.064,5.249E-4
-1.721E-15,12.075,0.002
-9.277E-16,12.093,9.277E-4
-1.587E-15,12.107,0.002
-3.601E-15,12.108,0.004
-7.593E-15,12.119,0.008
-5.933E-15,12.122,0.006
-2.234E-15,12.147,0.002
-2.563E-15,12.154,0.003
-2.808E-16,12.182,2.808E-4
5.371E-16,12.199,-5.371E-4
2.454E-15,12.223,-0.002
-3.052E-16,12.266,3.052E-4
1.868E-15,12.300,-0.002
2.026E-15,12.319,-0.002
4.517E-15,12.347,-0.005
-1.892E-15,12.368,0.002
-3.052E-16,12.386,3.052E-4
9.766E-16,12.414,-9.766E-4
-5.859E-16,12.445,5.859E-4
2.917E-15,12.460,-0.003
3.662E-17,12.485,-3.662E-5
7.690E-16,12.509,-7.690E-4
1.221E-15,12.533,-0.001
-1.343E-16,12.570,1.343E-4
1.111E-15,12.600,-0.001
-2.063E-15,12.613,0.002
-4.492E-15,12.638,0.004
1.563E-15,12.670,-0.002
-1.978E-15,12.697,0.002
-5.737E-16,12.707,5.737E-4
-2.075E-15,12.729,0.002
-1.953E-15,12.764,0.002
7.568E-16,12.781,-7.568E-4
-4.529E-15,12.794,0.005
-6.104E-17,12.818,6.104E-5
-7.324E-17,12.847,7.324E-5
3.186E-15,12.877,-0.003
1.599E-15,12.922,-0.002
8.545E-16,12.960,-8.545E-4
1.404E-15,13.000,-0.001
-2.942E-15,13.040,0.003
-6.836E-15,13.066,0.007
-3.174E-15,13.103,0.003
1.001E-15,13.187,-0.001
-4.883E-16,13.242,4.883E-4
2.063E-15,13.268,-0.002
6.714E-16,13.312,-6.714E-4
3.015E-15,13.341,-0.003
-1.648E-15,13.373,0.002
-2.563E-15,13.405,0.003
-3.882E-15,13.436,0.004
-1.965E-15,13.473,0.002
1.611E-15,13.503,-0.002
4.932E-15,13.513,-0.005
4.346E-15,13.527,-0.004
3.333E-15,13.552,-0.003
3.418E-15,13.587,-0.003
6.104E-17,13.614,-6.104E-5
1.306E-15,13.637,-0.001
-7.812E-16,13.662,7.812E-4
1.538E-15,13.680,-0.002
-1.636E-15,13.704,0.002
-6.641E-15,13.714,0.007
-1.953E-15,13.723,0.002
-8.032E-15,13.747,0.008
-4.004E-15,13.781,0.004
-3.992E-15,13.810,0.004
-1.136E-14,13.824,0.011
-1.431E-14,13.830,0.014
-2.264E-14,13.838,0.023
-2.772E-14,13.843,0.028
-3.026E-14,13.903,0.030
-3.313E-14,14.015,0.033
-3.217E-14,14.110,0.032
-3.461E-14,14.201,0.035
-3.577E-14,14.280,0.036
-3.253E-14,14.357,0.033
-3.065E-14,14.428,0.031
-3.295E-14,14.468,0.033
-3.302E-14,14.521,0.033
-3.116E-14,14.586,0.031
-3.016E-14,14.634,0.030
-3.503E-14,14.677,0.035
-3.240E-14,14.718,0.032
-3.422E-14,14.756,0.034
-3.180E-14,14.793,0.032
-2.996E-14,14.850,0.030
-3.274E-14,14.886,0.033
-3.110E-14,14.915,0.031
-3.099E-14,14.944,0.031
-3.088E-14,14.975,0.031
-3.363E-14,14.988,0.034
-3.090E-14,15.036,0.031
-3.479E-14,15.085,0.035
-3.798E-14,15.126,0.038
-3.809E-14,15.145,0.038
-3.436E-14,15.153,0.034
-3.427E-14,15.182,0.034
-3.458E-14,15.215,0.035
-3.158E-14,15.259,0.032
-3.444E-14,15.298,0.034
-3.739E-14,15.330,0.037
-3.812E-14,15.365,0.038
-3.168E-14,15.411,0.032
-3.883E-14,15.452,0.039
-4.355E-14,15.494,0.044
-3.948E-14,15.549,0.039
-4.315E-14,15.557,0.043
-4.342E-14,15.587,0.043
-4.482E-14,15.640,0.045
-4.559E-14,15.673,0.046
-4.250E-14,15.711,0.043
-4.359E-14,15.742,0.044
-4.836E-14,15.775,0.048
-4.600E-14,15.808,0.046
-4.578E-14,15.851,0.046
-4.456E-14,15.877,0.045
-4.198E-14,15.911,0.042
-4.324E-14,15.957,0.043
-4.469E-14,15.991,0.045
-4.225E-14,16.006,0.042
-3.999E-14,16.010,0.040
-4.119E-14,16.005,0.041
-4.321E-14,16.006,0.043
-4.531E-14,16.034,0.045
-4.551E-14,16.100,0.046
-5.197E-14,16.199,0.052
-4.584E-14,16.298,0.046
-4.493E-14,16.373,0.045
-4.637E-14,16.416,0.046
-4.812E-14,16.446,0.048
-5.247E-14,16.500,0.052
-4.810E-14,16.545,0.048
-5.006E-14,16.579,0.050
-4.991E-14,16.613,0.050
-5.148E-14,16.671,0.051
-4.933E-14,16.728,0.049
-5.081E-14,16.787,0.051
-4.900E-14,16.848,0.049
-5.436E-14,16.892,0.054
-5.581E-14,16.935,0.056
-5.856E-14,16.995,0.059
-5.623E-14,17.037,0.056
-5.623E-14,17.065,0.056
-5.581E-14,17.103,0.056
-5.962E-14,17.137,0.060
-6.146E-14,17.177,0.061
-5.767E-14,17.219,0.058
-5.419E-14,17.279,0.054
-5.789E-14,17.347,0.058
-5.697E-14,17.398,0.057
-6.128E-14,17.449,0.061
-6.484E-14,17.508,0.065
-5.713E-14,17.563,0.057
-6.177E-14,17.587,0.062
-6.096E-14,17.614,0.061
-5.775E-14,17.643,0.058
-5.911E-14,17.666,0.059
-5.682E-14,17.703,0.057
-5.515E-14,17.729,0.055
-5.665E-14,17.772,0.057
-6.028E-14,17.832,0.060
-5.942E-14,17.867,0.059
-5.876E-14,17.882,0.059
-5.972E-14,17.926,0.060
-6.458E-14,17.981,0.065
-6.534E-14,18.064,0.065
-6.654E-14,18.153,0.067
-6.648E-14,18.204,0.066
-6.458E-14,18.250,0.065
-6.858E-14,18.304,0.069
-7.064E-14,18.365,0.071
-6.942E-14,18.434,0.069
-6.704E-14,18.495,0.067
-6.866E-14,18.552,0.069
-6.555E-14,18.599,0.066
-6.970E-14,18.665,0.070
-6.584E-14,18.758,0.066
-6.523E-14,18.838,0.065
-6.307E-14,18.919,0.063
-6.450E-14,18.961,0.065
-6.152E-14,19.010,0.062
-6.545E-14,19.128,0.065
-6.794E-14,19.227,0.068
-6.492E-14,19.285,0.065
-6.395E-14,19.341,0.064
-6.453E-14,19.391,0.065
-6.453E-14,19.410,0.065
-6.637E-14,19.417,0.066
-7.078E-14,19.416,0.071
-7.355E-14,19.420,0.074
-7.288E-14,19.433,0.073
-7.253E-14,19.531,0.073
-6.957E-14,19.613,0.070
-6.937E-14,19.658,0.069
-7.483E-14,19.681,0.075
-6.993E-14,19.690,0.070
-7.264E-14,19.690,0.073
-7.155E-14,19.687,0.072
-7.250E-14,19.735,0.072
-6.953E-14,19.823,0.070
-7.415E-14,19.862,0.074
-7.020E-14,19.933,0.070
-6.958E-14,20.036,0.070
-7.688E-14,20.131,0.077
-7.504E-14,20.200,0.075
-8.052E-14,20.244,0.081
-7.939E-14,20.268,0.079
-7.609E-14,20.290,0.076
-7.531E-14,20.323,0.075
-7.310E-14,20.341,0.073
-7.587E-14,20.348,0.076
-7.559E-14,20.352,0.076
-7.568E-14,20.356,0.076
-8.013E-14,20.357,0.080
-7.407E-14,20.369,0.074
-7.521E-14,20.404,0.075
-7.812E-14,20.454,0.078
-7.861E-14,20.551,0.079
-7.509E-14,20.608,0.075
-7.761E-14,20.650,0.078
-7.358E-14,20.712,0.074
-7.631E-14,20.760,0.076
-7.489E-14,20.785,0.075
-7.671E-14,20.795,0.077
-7.719E-14,20.816,0.077
-8.010E-14,20.829,0.080
-7.991E-14,20.869,0.080
-8.165E-14,20.957,0.082
-8.728E-14,20.989,0.087
-8.124E-14,21.008,0.081
-8.074E-14,21.055,0.081
-8.491E-14,21.122,0.085
-8.436E-14,21.182,0.084
-8.369E-14,21.243,0.084
-9.113E-14,21.272,0.091
-9.009E-14,21.285,0.090
-9.236E-14,21.298,0.092
-8.903E-14,21.345,0.089
-8.584E-14,21.412,0.086
-9.164E-14,21.464,0.092
-8.716E-14,21.497,0.087
-9.280E-14,21.530,0.093
-9.159E-14,21.540,0.092
-9.469E-14,21.609,0.095
-9.463E-14,21.687,0.095
-9.661E-14,21.744,0.097
-9.425E-14,21.807,0.094
-9.641E-14,21.880,0.096
-9.487E-14,21.944,0.095
-9.474E-14,22.002,0.095
-8.954E-14,22.034,0.090
-9.359E-14,22.045,0.094
-9.203E-14,22.059,0.092
-9.270E-14,22.090,0.093
-8.937E-14,22.116,0.089
-9.240E-14,22.156,0.092
-9.037E-14,22.226,0.090
-9.320E-14,22.289,0.093
-9.280E-14,22.352,0.093
-9.490E-14,22.435,0.095
-9.995E-14,22.520,0.100
-1.014E-13,22.587,0.101
-1.016E-13,22.650,0.102
-1.034E-13,22.740,0.103
-1.027E-13,22.841,0.103
-1.038E-13,22.921,0.104
-1.045E-13,22.997,0.104
-1.022E-13,23.097,0.102
-9.784E-14,23.175,0.098
-9.620E-14,23.228,0.096
-9.919E-14,23.278,0.099
-9.744E-14,23.320,0.097
-1.034E-13,23.362,0.103
-1.019E-13,23.398,0.102
-9.639E-14,23.417,0.096
-1.001E-13,23.427,0.100
-1.029E-13,23.424,0.103
-9.910E-14,23.447,0.099
-1.009E-13,23.497,0.101
-1.026E-13,23.578,0.103
-1.053E-13,23.664,0.105
-1.036E-13,23.743,0.104
-1.092E-13,23.838,0.109
-1.052E-13,23.914,0.105
-1.053E-13,23.983,0.105
-1.079E-13,24.060,0.108
-1.045E-13,24.121,0.104
-1.050E-13,24.161,0.105
-1.093E-13,24.183,0.109
-1.046E-13,24.227,0.105
-1.026E-13,24.266,0.103
-1.076E-13,24.319,0.108
-9.696E-14,24.382,0.097
-9.951E-14,24.430,0.100
-1.023E-13,24.492,0.102
-9.896E-14,24.544,0.099
-9.741E-14,24.604,0.097
-1.019E-13,24.646,0.102
-1.060E-13,24.673,0.106
-1.043E-13,24.714,0.104
-1.002E-13,24.762,0.100
-9.796E-14,24.813,0.098
-1.006E-13,24.874,0.101
-1.034E-13,24.928,0.103
-1.049E-13,24.980,0.105
-1.022E-13,25.024,0.102
-1.013E-13,25.060,0.101
-1.034E-13,25.074,0.103
-1.046E-13,25.101,0.105
-1.047E-13,25.142,0.105
-1.025E-13,25.179,0.102
-1.049E-13,25.242,0.105
-1.014E-13,25.318,0.101
-9.813E-14,25.348,0.098
-9.980E-14,25.388,0.100
-1.019E-13,25.450,0.102
-9.957E-14,25.491,0.100
-1.059E-13,25.513,0.106
-1.040E-13,25.525,0.104
-1.003E-13,25.531,0.100
-9.637E-14,25.532,0.096
-9.866E-14,25.521,0.099
-9.559E-14,25.597,0.096
-9.846E-14,25.727,0.098
-1.039E-13,25.860,0.104
-1.016E-13,25.989,0.102
-1.007E-13,26.101,0.101
-9.741E-14,26.178,0.097
-9.779E-14,26.249,0.098
-9.915E-14,26.335,0.099
-9.882E-14,26.405,0.099
-1.048E-13,26.479,0.105
-1.014E-13,26.528,0.101
-9.918E-14,26.578,0.099
-9.515E-14,26.621,0.095
-9.467E-14,26.654,0.095
-9.141E-14,26.693,0.091
-9.437E-14,26.745,0.094
-9.569E-14,26.797,0.096
-9.937E-14,26.836,0.099
-1.017E-13,26.857,0.102
-9.739E-14,26.865,0.097
-9.689E-14,26.919,0.097
-9.846E-14,27.093,0.098
-1.004E-13,27.264,0.100
-9.812E-14,27.341,0.098
-9.674E-14,27.428,0.097
-9.774E-14,27.493,0.098
-1.002E-13,27.541,0.100
-1.028E-13,27.578,0.103
-9.465E-14,27.607,0.095
-9.406E-14,27.628,0.094
-9.694E-14,27.668,0.097
-1.007E-13,27.700,0.101
-1.031E-13,27.712,0.103
-1.015E-13,27.738,0.102
-1.011E-13,27.752,0.101
-1.067E-13,27.782,0.107
-1.042E-13,27.821,0.104
-1.028E-13,27.858,0.103
-1.060E-13,27.916,0.106
-1.050E-13,27.975,0.105
-1.086E-13,28.022,0.109
-1.051E-13,28.091,0.105
-1.069E-13,28.142,0.107
-1.026E-13,28.200,0.103
-9.961E-14,28.289,0.100
-1.031E-13,28.389,0.103
-1.066E-13,28.462,0.107
-1.050E-13,28.529,0.105
-1.054E-13,28.605,0.105
-1.058E-13,28.658,0.106
-1.019E-13,28.726,0.102
-1.080E-13,28.786,0.108
-1.138E-13,28.834,0.114
-1.140E-13,28.898,0.114
-1.115E-13,28.942,0.111
-1.166E-13,28.993,0.117
-1.113E-13,29.046,0.111
-1.136E-13,29.085,0.114
-1.116E-13,29.122,0.112
-1.122E-13,29.164,0.112
-1.135E-13,29.203,0.113
-1.151E-13,29.242,0.115
-1.170E-13,29.266,0.117
-1.173E-13,29.289,0.117
-1.161E-13,29.323,0.116
-1.154E-13,29.354,0.115
-1.195E-13,29.412,0.120
-1.219E-13,29.472,0.122
-1.238E-13,29.525,0.124
-1.224E-13,29.591,0.122
-1.210E-13,29.658,0.121
-1.226E-13,29.712,0.123
-1.233E-13,29.802,0.123
-1.218E-13,29.905,0.122
-1.200E-13,29.969,0.120
-1.223E-13,29.994,0.122
-1.214E-13,30.005,0.121
-1.216E-13,30.011,0.122
-1.226E-13,30.098,0.123
-1.241E-13,30.258,0.124
-1.296E-13,30.369,0.130
-1.325E-13,30.466,0.133
-1.341E-13,30.524,0.134
-1.331E-13,30.622,0.133
-1.318E-13,30.717,0.132
-1.328E-13,30.817,0.133
-1.377E-13,30.919,0.138
-1.345E-13,30.989,0.134
-1.361E-13,31.057,0.136
-1.394E-13,31.119,0.139
-1.411E-13,31.183,0.141
-1.430E-13,31.232,0.143
-1.452E-13,31.292,0.145
-1.475E-13,31.354,0.147
-1.479E-13,31.417,0.148
-1.457E-13,31.495,0.146
-1.511E-13,31.536,0.151
-1.532E-13,31.576,0.153
-1.576E-13,31.630,0.158
-1.546E-13,31.662,0.155
-1.538E-13,31.707,0.154
-1.506E-13,31.756,0.151
-1.524E-13,31.817,0.152
-1.516E-13,31.867,0.152
-1.495E-13,31.943,0.149
-1.521E-13,32.018,0.152
-1.474E-13,32.129,0.147
-1.522E-13,32.254,0.152
-1.534E-13,32.308,0.153
-1.547E-13,32.327,0.155
-1.530E-13,32.335,0.153
-1.546E-13,32.372,0.155
-1.608E-13,32.457,0.161
-1.574E-13,32.522,0.157
-1.607E-13,32.598,0.161
-1.618E-13,32.664,0.162
-1.595E-13,32.713,0.160
-1.590E-13,32.774,0.159
-1.620E-13,32.830,0.162
-1.610E-13,32.900,0.161
-1.649E-13,32.950,0.165
-1.685E-13,32.999,0.168
-1.697E-13,33.033,0.170
-1.680E-13,33.072,0.168
-1.708E-13,33.124,0.171
-1.733E-13,33.188,0.173
-1.702E-13,33.239,0.170
-1.671E-13,33.288,0.167
-1.673E-13,33.330,0.167
-1.683E-13,33.389,0.168
-1.716E-13,33.454,0.172
-1.679E-13,33.560,0.168
-1.723E-13,33.606,0.172
-1.691E-13,33.643,0.169
-1.740E-13,33.698,0.174
-1.749E-13,33.751,0.175
-1.699E-13,33.800,0.170
-1.711E-13,33.852,0.171
-1.690E-13,33.911,0.169
-1.667E-13,33.943,0.167
-1.735E-13,33.961,0.174
-1.667E-13,33.977,0.167
-1.675E-13,34.007,0.167
-1.679E-13,34.064,0.168
-1.625E-13,34.142,0.162
-1.631E-13,34.209,0.163
-1.691E-13,34.278,0.169
-1.687E-13,34.346,0.169
-1.647E-13,34.404,0.165
-1.610E-13,34.471,0.161
-1.635E-13,34.539,0.163
-1.612E-13,34.595,0.161
-1.631E-13,34.662,0.163
-1.664E-13,34.746,0.166
-1.654E-13,34.849,0.165
-1.613E-13,34.920,0.161
-1.660E-13,34.978,0.166
-1.611E-13,35.042,0.161
-1.634E-13,35.115,0.163
-1.647E-13,35.169,0.165
-1.605E-13,35.214,0.160
-1.592E-13,35.270,0.159
-1.606E-13,35.337,0.161
-1.622E-13,35.394,0.162
-1.625E-13,35.406,0.163
-1.623E-13,35.423,0.162
-1.638E-13,35.425,0.164
-1.605E-13,35.473,0.161
-1.609E-13,35.563,0.161
-1.620E-13,35.667,0.162
-1.567E-13,35.765,0.157
-1.533E-13,35.867,0.153
-1.520E-13,35.999,0.152
-1.568E-13,36.094,0.157
-1.530E-13,36.213,0.153
-1.515E-13,36.302,0.151
-1.528E-13,36.400,0.153
-1.486E-13,36.467,0.149
-1.487E-13,36.526,0.149
-1.468E-13,36.580,0.147
-1.430E-13,36.637,0.143
-1.437E-13,36.695,0.144
-1.431E-13,36.762,0.143
-1.416E-13,36.818,0.142
-1.404E-13,36.893,0.140
