"Current (A) Run #33","Voltage (V) Run #33","Electron current (pA) Run #33"
-2.492E-10,46.916,249.250
-2.473E-10,46.973,247.255
-2.451E-10,46.994,245.060
-2.431E-10,47.003,243.050
-2.415E-10,47.012,241.468
-2.404E-10,47.076,240.405
-2.393E-10,47.157,239.338
-2.378E-10,47.255,237.795
-2.355E-10,47.361,235.500
-2.324E-10,47.498,232.366
-2.283E-10,47.595,228.335
-2.237E-10,47.648,223.740
-2.194E-10,47.680,219.374
-2.157E-10,47.729,215.714
-2.127E-10,47.808,212.701
-2.099E-10,47.844,209.918
-2.073E-10,47.873,207.262
-2.049E-10,47.889,204.921
-2.031E-10,47.885,203.104
-2.018E-10,47.883,201.848
-2.011E-10,47.887,201.121
