"Date and Time Run #23","Time (s) Run #23","Current (A) Run #23","Voltage (V) Run #23","Electron current (pA) Run #23"
02/02/2026 04:41:28 pm,174.300,-9.470E-11,78.166,94.701
02/02/2026 04:41:28 pm,174.400,-9.559E-11,78.282,95.595
02/02/2026 04:41:28 pm,174.500,-9.645E-11,78.333,96.453
02/02/2026 04:41:28 pm,174.600,-9.726E-11,78.355,97.263
02/02/2026 04:41:28 pm,174.700,-9.794E-11,78.419,97.938
02/02/2026 04:41:28 pm,174.800,-9.850E-11,78.517,98.502
02/02/2026 04:41:28 pm,174.900,-9.908E-11,78.567,99.078
02/02/2026 04:41:29 pm,175.000,-9.964E-11,78.582,99.641
02/02/2026 04:41:29 pm,175.100,-1.001E-10,78.621,100.089
02/02/2026 04:41:29 pm,175.200,-1.005E-10,78.728,100.456
02/02/2026 04:41:29 pm,175.300,-1.008E-10,78.793,100.825
02/02/2026 04:41:29 pm,175.400,-1.012E-10,78.820,101.241
02/02/2026 04:41:29 pm,175.500,-1.016E-10,78.833,101.641
02/02/2026 04:41:29 pm,175.600,-1.019E-10,78.914,101.946
02/02/2026 04:41:29 pm,175.700,-1.022E-10,79.048,102.216
02/02/2026 04:41:29 pm,175.800,-1.025E-10,79.116,102.525
02/02/2026 04:41:29 pm,175.900,-1.029E-10,79.141,102.864
02/02/2026 04:41:30 pm,176.000,-1.032E-10,79.171,103.189
02/02/2026 04:41:30 pm,176.100,-1.034E-10,79.285,103.438
02/02/2026 04:41:30 pm,176.200,-1.036E-10,79.351,103.646
02/02/2026 04:41:30 pm,176.300,-1.038E-10,79.380,103.839
02/02/2026 04:41:30 pm,176.400,-1.040E-10,79.385,103.989
02/02/2026 04:41:30 pm,176.500,-1.041E-10,79.393,104.104
02/02/2026 04:41:30 pm,176.600,-1.042E-10,79.394,104.164
02/02/2026 04:41:30 pm,176.700,-1.042E-10,79.395,104.189
02/02/2026 04:41:30 pm,176.800,-1.042E-10,79.395,104.190
02/02/2026 04:41:30 pm,176.900,-1.042E-10,79.394,104.178
02/02/2026 04:41:31 pm,177.000,-1.042E-10,79.398,104.150
02/02/2026 04:41:31 pm,177.100,-1.041E-10,79.395,104.126
02/02/2026 04:41:31 pm,177.200,-1.041E-10,79.395,104.093
02/02/2026 04:41:31 pm,177.300,-1.041E-10,79.394,104.060
02/02/2026 04:41:31 pm,177.400,-1.040E-10,79.393,104.030
02/02/2026 04:41:31 pm,177.500,-1.040E-10,79.393,104.003
02/02/2026 04:41:31 pm,177.600,-1.040E-10,79.393,103.971
02/02/2026 04:41:31 pm,177.700,-1.039E-10,79.387,103.941
02/02/2026 04:41:31 pm,177.800,-1.039E-10,79.389,103.912
02/02/2026 04:41:31 pm,177.900,-1.039E-10,79.399,103.884
02/02/2026 04:41:32 pm,178.000,-1.039E-10,79.488,103.859
02/02/2026 04:41:32 pm,178.100,-1.039E-10,79.585,103.863
02/02/2026 04:41:32 pm,178.200,-1.039E-10,79.623,103.903
02/02/2026 04:41:32 pm,178.300,-1.039E-10,79.639,103.948
02/02/2026 04:41:32 pm,178.400,-1.040E-10,79.643,103.995
02/02/2026 04:41:32 pm,178.500,-1.040E-10,79.645,104.019
02/02/2026 04:41:32 pm,178.600,-1.040E-10,79.644,104.025
02/02/2026 04:41:32 pm,178.700,-1.040E-10,79.646,104.022
02/02/2026 04:41:32 pm,178.800,-1.040E-10,79.645,104.010
02/02/2026 04:41:32 pm,178.900,-1.040E-10,79.647,103.987
02/02/2026 04:41:33 pm,179.000,-1.040E-10,79.644,103.970
02/02/2026 04:41:33 pm,179.100,-1.039E-10,79.645,103.949
02/02/2026 04:41:33 pm,179.200,-1.039E-10,79.648,103.933
02/02/2026 04:41:33 pm,179.300,-1.039E-10,79.645,103.925
02/02/2026 04:41:33 pm,179.400,-1.039E-10,79.645,103.909
02/02/2026 04:41:33 pm,179.500,-1.039E-10,79.644,103.895
02/02/2026 04:41:33 pm,179.600,-1.039E-10,79.644,103.882
02/02/2026 04:41:33 pm,179.700,-1.039E-10,79.666,103.869
02/02/2026 04:41:33 pm,179.800,-1.039E-10,79.711,103.856
02/02/2026 04:41:33 pm,179.900,-1.038E-10,79.751,103.850
02/02/2026 04:41:34 pm,180.000,-1.038E-10,79.885,103.846
02/02/2026 04:41:34 pm,180.100,-1.038E-10,80.009,103.821
02/02/2026 04:41:34 pm,180.200,-1.038E-10,80.068,103.756
02/02/2026 04:41:34 pm,180.300,-1.037E-10,80.087,103.651
02/02/2026 04:41:34 pm,180.400,-1.035E-10,80.100,103.541
02/02/2026 04:41:34 pm,180.500,-1.034E-10,80.171,103.441
02/02/2026 04:41:34 pm,180.600,-1.033E-10,80.311,103.320
02/02/2026 04:41:34 pm,180.700,-1.031E-10,80.377,103.120
02/02/2026 04:41:34 pm,180.800,-1.028E-10,80.405,102.844
02/02/2026 04:41:34 pm,180.900,-1.026E-10,80.407,102.575
02/02/2026 04:41:35 pm,181.000,-1.023E-10,80.426,102.349
02/02/2026 04:41:35 pm,181.100,-1.022E-10,80.430,102.176
02/02/2026 04:41:35 pm,181.200,-1.021E-10,80.417,102.056
02/02/2026 04:41:35 pm,181.300,-1.020E-10,80.418,101.982
02/02/2026 04:41:35 pm,181.400,-1.019E-10,80.418,101.931
02/02/2026 04:41:35 pm,181.500,-1.019E-10,80.422,101.903
02/02/2026 04:41:35 pm,181.600,-1.019E-10,80.418,101.883
02/02/2026 04:41:35 pm,181.700,-1.019E-10,80.418,101.872
02/02/2026 04:41:35 pm,181.800,-1.019E-10,80.418,101.860
02/02/2026 04:41:35 pm,181.900,-1.019E-10,80.417,101.854
02/02/2026 04:41:36 pm,182.000,-1.018E-10,80.418,101.849
02/02/2026 04:41:36 pm,182.100,-1.018E-10,80.414,101.849
02/02/2026 04:41:36 pm,182.200,-1.018E-10,80.416,101.847
02/02/2026 04:41:36 pm,182.300,-1.019E-10,80.419,101.852
02/02/2026 04:41:36 pm,182.400,-1.019E-10,80.417,101.853
02/02/2026 04:41:36 pm,182.500,-1.019E-10,80.417,101.862
02/02/2026 04:41:36 pm,182.600,-1.019E-10,80.412,101.869
02/02/2026 04:41:36 pm,182.700,-1.019E-10,80.415,101.876
02/02/2026 04:41:36 pm,182.800,-1.019E-10,80.419,101.882
02/02/2026 04:41:36 pm,182.900,-1.019E-10,80.422,101.887
02/02/2026 04:41:37 pm,183.000,-1.019E-10,80.415,101.892
02/02/2026 04:41:37 pm,183.100,-1.019E-10,80.415,101.900
02/02/2026 04:41:37 pm,183.200,-1.019E-10,80.415,101.906
02/02/2026 04:41:37 pm,183.300,-1.019E-10,80.417,101.914
02/02/2026 04:41:37 pm,183.400,-1.019E-10,80.413,101.919
02/02/2026 04:41:37 pm,183.500,-1.019E-10,80.411,101.926
02/02/2026 04:41:37 pm,183.600,-1.019E-10,80.415,101.934
02/02/2026 04:41:37 pm,183.700,-1.019E-10,80.415,101.940
02/02/2026 04:41:37 pm,183.800,-1.019E-10,80.415,101.950
